,CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,lname,sorted_date
227270,50013681,THE HOUSE IN GRAMERCY PARK,MANHATTAN,121,E. 17th ST.,10003.0,2123532121,American,05/31/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,18.0,,,08/28/2017,Cycle Inspection / Initial Inspection,the house in gramercy park,2016-05-31
377904,50013681,THE HOUSE IN GRAMERCY PARK,MANHATTAN,121,E. 17th ST.,10003.0,2123532121,American,05/31/2016,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,18.0,,,08/28/2017,Cycle Inspection / Initial Inspection,the house in gramercy park,2016-05-31
89009,50013681,THE HOUSE IN GRAMERCY PARK,MANHATTAN,121,E. 17th ST.,10003.0,2123532121,American,08/15/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,11.0,A,08/15/2016,08/28/2017,Cycle Inspection / Re-inspection,the house in gramercy park,2016-08-15
301453,50013681,THE HOUSE IN GRAMERCY PARK,MANHATTAN,121,E. 17th ST.,10003.0,2123532121,American,08/15/2016,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,11.0,A,08/15/2016,08/28/2017,Cycle Inspection / Re-inspection,the house in gramercy park,2016-08-15
11428,50013681,THE HOUSE IN GRAMERCY PARK,MANHATTAN,121,E. 17th ST.,10003.0,2123532121,American,03/09/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,22.0,,,08/28/2017,Cycle Inspection / Initial Inspection,the house in gramercy park,2017-03-09
163894,50013681,THE HOUSE IN GRAMERCY PARK,MANHATTAN,121,E. 17th ST.,10003.0,2123532121,American,03/09/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,22.0,,,08/28/2017,Cycle Inspection / Initial Inspection,the house in gramercy park,2017-03-09
282211,50013681,THE HOUSE IN GRAMERCY PARK,MANHATTAN,121,E. 17th ST.,10003.0,2123532121,American,03/09/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,22.0,,,08/28/2017,Cycle Inspection / Initial Inspection,the house in gramercy park,2017-03-09
353581,50013681,THE HOUSE IN GRAMERCY PARK,MANHATTAN,121,E. 17th ST.,10003.0,2123532121,American,03/09/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,22.0,,,08/28/2017,Cycle Inspection / Initial Inspection,the house in gramercy park,2017-03-09
55092,50013681,THE HOUSE IN GRAMERCY PARK,MANHATTAN,121,E. 17th ST.,10003.0,2123532121,American,07/01/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12.0,A,07/01/2017,08/28/2017,Cycle Inspection / Re-inspection,the house in gramercy park,2017-07-01
373483,50013681,THE HOUSE IN GRAMERCY PARK,MANHATTAN,121,E. 17th ST.,10003.0,2123532121,American,07/01/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,07/01/2017,08/28/2017,Cycle Inspection / Re-inspection,the house in gramercy park,2017-07-01
25082,41580082,THE LEOPARD AT DES ARTISTES,MANHATTAN,1,WEST   67 STREET,10023.0,2127878767,Italian,01/31/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,21.0,,,08/28/2017,Cycle Inspection / Initial Inspection,the leopard at des artistes,2014-01-31
32351,41580082,THE LEOPARD AT DES ARTISTES,MANHATTAN,1,WEST   67 STREET,10023.0,2127878767,Italian,01/31/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21.0,,,08/28/2017,Cycle Inspection / Initial Inspection,the leopard at des artistes,2014-01-31
216249,41580082,THE LEOPARD AT DES ARTISTES,MANHATTAN,1,WEST   67 STREET,10023.0,2127878767,Italian,01/31/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,21.0,,,08/28/2017,Cycle Inspection / Initial Inspection,the leopard at des artistes,2014-01-31
291059,41580082,THE LEOPARD AT DES ARTISTES,MANHATTAN,1,WEST   67 STREET,10023.0,2127878767,Italian,01/31/2014,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,21.0,,,08/28/2017,Cycle Inspection / Initial Inspection,the leopard at des artistes,2014-01-31
302611,41580082,THE LEOPARD AT DES ARTISTES,MANHATTAN,1,WEST   67 STREET,10023.0,2127878767,Italian,01/31/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,21.0,,,08/28/2017,Cycle Inspection / Initial Inspection,the leopard at des artistes,2014-01-31
71070,41580082,THE LEOPARD AT DES ARTISTES,MANHATTAN,1,WEST   67 STREET,10023.0,2127878767,Italian,03/22/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2.0,A,03/22/2014,08/28/2017,Cycle Inspection / Re-inspection,the leopard at des artistes,2014-03-22
358187,41580082,THE LEOPARD AT DES ARTISTES,MANHATTAN,1,WEST   67 STREET,10023.0,2127878767,Italian,03/22/2014,Violations were cited in the following area(s).,20E,Letter Grade or Grade Pending card not conspicuously posted and visible to passersby.,Not Critical,,,,08/28/2017,Administrative Miscellaneous / Re-inspection,the leopard at des artistes,2014-03-22
6233,41580082,THE LEOPARD AT DES ARTISTES,MANHATTAN,1,WEST   67 STREET,10023.0,2127878767,Italian,08/22/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,08/22/2014,08/28/2017,Cycle Inspection / Initial Inspection,the leopard at des artistes,2014-08-22
73087,41580082,THE LEOPARD AT DES ARTISTES,MANHATTAN,1,WEST   67 STREET,10023.0,2127878767,Italian,08/22/2014,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,13.0,A,08/22/2014,08/28/2017,Cycle Inspection / Initial Inspection,the leopard at des artistes,2014-08-22
321033,41580082,THE LEOPARD AT DES ARTISTES,MANHATTAN,1,WEST   67 STREET,10023.0,2127878767,Italian,08/22/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,13.0,A,08/22/2014,08/28/2017,Cycle Inspection / Initial Inspection,the leopard at des artistes,2014-08-22
15768,41580082,THE LEOPARD AT DES ARTISTES,MANHATTAN,1,WEST   67 STREET,10023.0,2127878767,Italian,08/26/2015,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,7.0,A,08/26/2015,08/28/2017,Cycle Inspection / Initial Inspection,the leopard at des artistes,2015-08-26
312048,41580082,THE LEOPARD AT DES ARTISTES,MANHATTAN,1,WEST   67 STREET,10023.0,2127878767,Italian,08/26/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,08/26/2015,08/28/2017,Cycle Inspection / Initial Inspection,the leopard at des artistes,2015-08-26
25873,41580082,THE LEOPARD AT DES ARTISTES,MANHATTAN,1,WEST   67 STREET,10023.0,2127878767,Italian,11/15/2016,No violations were recorded at the time of this inspection.,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,08/28/2017,Administrative Miscellaneous / Initial Inspection,the leopard at des artistes,2016-11-15
40845,41580082,THE LEOPARD AT DES ARTISTES,MANHATTAN,1,WEST   67 STREET,10023.0,2127878767,Italian,11/15/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,11/15/2016,08/28/2017,Cycle Inspection / Initial Inspection,the leopard at des artistes,2016-11-15
115310,41580082,THE LEOPARD AT DES ARTISTES,MANHATTAN,1,WEST   67 STREET,10023.0,2127878767,Italian,11/15/2016,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,,,08/28/2017,Smoke-Free Air Act / Initial Inspection,the leopard at des artistes,2016-11-15
202426,50000013,THE MUSKET ROOM,MANHATTAN,265,ELIZABETH ST,10012.0,2122190764,American,01/02/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8.0,A,01/02/2015,08/28/2017,Cycle Inspection / Initial Inspection,the musket room,2015-01-02
261338,50000013,THE MUSKET ROOM,MANHATTAN,265,ELIZABETH ST,10012.0,2122190764,American,01/02/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,01/02/2015,08/28/2017,Cycle Inspection / Initial Inspection,the musket room,2015-01-02
120995,50000013,THE MUSKET ROOM,MANHATTAN,265,ELIZABETH ST,10012.0,2122190764,American,03/29/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,17.0,,,08/28/2017,Cycle Inspection / Initial Inspection,the musket room,2016-03-29
133762,50000013,THE MUSKET ROOM,MANHATTAN,265,ELIZABETH ST,10012.0,2122190764,American,03/29/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,17.0,,,08/28/2017,Cycle Inspection / Initial Inspection,the musket room,2016-03-29
193317,50000013,THE MUSKET ROOM,MANHATTAN,265,ELIZABETH ST,10012.0,2122190764,American,03/29/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,17.0,,,08/28/2017,Cycle Inspection / Initial Inspection,the musket room,2016-03-29
120250,50000013,THE MUSKET ROOM,MANHATTAN,265,ELIZABETH ST,10012.0,2122190764,American,06/25/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7.0,A,06/25/2016,08/28/2017,Cycle Inspection / Re-inspection,the musket room,2016-06-25
145259,50000013,THE MUSKET ROOM,MANHATTAN,265,ELIZABETH ST,10012.0,2122190764,American,06/25/2016,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,7.0,A,06/25/2016,08/28/2017,Cycle Inspection / Re-inspection,the musket room,2016-06-25
17708,50000013,THE MUSKET ROOM,MANHATTAN,265,ELIZABETH ST,10012.0,2122190764,American,08/10/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,13.0,A,08/10/2017,08/28/2017,Cycle Inspection / Initial Inspection,the musket room,2017-08-10
144850,50000013,THE MUSKET ROOM,MANHATTAN,265,ELIZABETH ST,10012.0,2122190764,American,08/10/2017,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,13.0,A,08/10/2017,08/28/2017,Cycle Inspection / Initial Inspection,the musket room,2017-08-10
160610,50000013,THE MUSKET ROOM,MANHATTAN,265,ELIZABETH ST,10012.0,2122190764,American,08/10/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,08/10/2017,08/28/2017,Cycle Inspection / Initial Inspection,the musket room,2017-08-10
